text	cyrillic	diplomatic	lemma	PoS_tag	PoS_ext	sent_id	UD_id	UD_ncy	UD_type	UD_ext	page	folio	translation	eol	chapter	ref	desc	lat_header	cyr_header	lat_page_nr	cyr_page_nr	chunk	chunk_desc	pic_desc
ego	его	ego	toi	Pp3msg		380	3	2	obj					2										
za+	за+	za	za	Sa		380	4	8	case		54v	/img/satan/54v.JPG												
stuju	стꙋю	stuju	svęt	Afsay		380	5	8	amod															
i+	и+	i	i	C		380	6	7	cc															
bo_tkanu+	бо_тканꙋ+	botkanu	bogotъkan	Afsan		380	7	5	conj															
ẅdeždu	ѡ̈деждꙋ	ẅdeždu	odežda	Nfsan		380	8	2	obl					1										
																								
togda+	тогда+	togda	togda	Pr		381	1	3	advmod				Then, Michael cried with a great voice.											
mixailò	михаило̀	mixailo	Mixail	Nmsoy		381	2	3	nsubj															
vьzupi+	вьзꙋпи+	vъzupi	vъzupiti	Vmia3se		381	3	0	root															
glso_mь+	глсо_мь+	glsomъ	glas	Nmsin		381	4	3	obl					1										
velikimь,	великимь,	velikimъ	velik	Amsiy		381	5	4	amod															
																								
i+	и+	i	i	C		382	1	2	cc				And he said:											
rče+	рче+	rče	reka	Vmia3se		382	2	0	root															
																								
prizri	призри	prizri	prizra	Vmm-2se		383	1	0	root				ʺHelp, o Lord, your servant!ʺ	1										
vldko+	влдко+	vldko	vladika	Nfsvy		383	2	1	vocative															
na+	на+	na	na	Sa		383	3	5	case															
svoegò.	своего̀.	svoego	svoi	Amsgy		383	4	5	amod	poss														
raba+	раба+	raba	rab	Nmsgy		383	5	1	obl															
																								
i+	и+	i	i	C		384	1	2	cc				ʺAnd cover and protect your agent!ʺ											
po_kri+	по_кри+	pokri	pokrija	Vmm-2se		384	2	0	root					1										
i+	и+	i	i	C		384	3	4	cc															
sьxrani.	сьхрани.	sъxrani	sъxranja	Vmm-2se		384	4	2	conj															
prědstate_lu+	прѣдстате_лꙋ+	prědstatelu	predstojatel	Nmsdy		384	5	2	obl	iobj				1										
svoemu.	своемꙋ.	svoemu	svoi	Amsdy		384	6	5	amod	poss														
																								
i+	и+	i	i	C		385	1	2	cc				ʺAnd stretch your hand!ʺ											
prostrì+	прострѝ+	prostri	prostra	Vmm-2se		385	2	0	root															
rúku	рꙋ́кꙋ	ruku	rъka	Nfsan		385	3	2	obj					1										
svoju+	свою+	svoju	svoi	Afsay		385	4	3	amod	poss														
																								
primix+	примих+	primix	priema	Vmia1se		386	1	0	root				ʺI received worry from the Evil One.ʺ											
skrьbь	скрьбь	skrъbъ	skrъb	Nfsnn		386	2	1	obj															
wt+	ѿ+	ot	ot	Sg		386	3	4	case															
lu_kavago.	лꙋ_каваго.	lukavago	lukav	Amsgy		386	4	1	obl					1										
																								
i+	и+	i	i	C		387	1	2	cc				ʺHe seized me by the left leg.ʺ											
uxiti+	ꙋхити+	uxiti	uxytiti	Vmia3se		387	2	0	root															
me+	ме+	me	az	Pp1-sa		387	3	2	obj															
za+	за+	za	za	Sa		387	4	6	case															
šuju	шꙋю	šuju	šui	Afsan		387	5	6	amod					1										
nogú+	ногꙋ́+	nogu	noga	Nfsan		387	6	2	obl															
																								
i+	и+	i	i	C		388	1	2	cc				ʺAnd he seized me by the divine(-woven) clothes.ʺ											
poimlet+	поимлет+	poimlet	poema	Vmia3se	Vmip3se	388	2	0	root															
me,	ме,	me	az	Pp1-sa		388	3	2	obj															
za+	за+	za	za	Sa		388	4	6	case															
bžst_vnu	бжст_внꙋ	bžstvnu	božestven	Afsan		388	5	6	amod					1										
ẅdeždu.	ѡ̈деждꙋ.	ẅdeždu	odežda	Nfsan		388	6	2	obl															
																								
togda+	тогда+	togda	togda	Pr		389	1	2	advmod				ʺCome, then, o Lord!ʺ											
sьnidi	сьниди	sъnidi	sъniti	Vmm-2se		389	2	0	root					1										
vldko+	влдко+	vldko	vladika	Nfsvy		389	3	2	vocative															
																								
ẅbimi+	ѡ̈бими+	ẅbimi	obema	Vmm-2se		390	1	0	root				ʺThe Evil One seize(d) me.ʺ			Formally an imperative form, although a 3sg.aor would make more sense. Maybe forms like <i>poimlet</i> above were too archaic.								
me+	ме+	me	az	Pp1-sa		390	2	1	obj															
lukavi.	лꙋкави.	lukavi	lukav	Amsny		390	3	1	nsubj															
																								
na	на	na	pa	C		391	1	4	cc				ʺSo, o Lord, do not leave me, your servant!ʺ	1										
gde+	где+	gde	Gospod	Nmsly		391	2	4	vocative															
ne+	не+	ne	ne	Qz		391	3	4	advmod															
ẅstavi	ѡ̈стави	ẅstavi	ostavja	Vmm-2se		391	4	0	root															
mne.	мне.	mne	az	Pp1-sd		391	5	4	obj															
raba+	раба+	raba	rab	Nmsgy		391	6	5	appos															
svo_ego+	сво_его+	svoego	svoi	Amsgy		391	7	6	amod	poss				1										
																								
poginuti	погинꙋти	poginuti	pogina	Vmn---e		392	1	0	root				ʺ(Else) I will perish!ʺ											
xoštu.	хощꙋ.	xoštu	xotěti	Vaip1si		392	2	1	aux	fut														
																								
vь+	вь+	vъ	v	Sl		393	1	2	case				The Lord, who (is) in the Heights, said with a great voice:	1										
višni+	вишни+	višni	višen	A-pnn		393	2	4	nmod															
iže+	иже+	iže	iže	Pr-msn		393	3	4	det															
vldka+	влдка+	vldka	vladika	Nfsny		393	4	5	nsubj															
rče+	рче+	rče	reka	Vmia3se		393	5	0	root															
glsomь	глсомь	glsomъ	glas	Nmsin		393	6	5	obl					1										
velikim.	великим.	velikim	velik	Amsiy		393	7	6	amod															
																								
mixàilè+	михàилѐ+	mixaile	Mixail	Nmsvy		394	1	3	vocative				ʺO Michael, have no fear!ʺ											
ne+	не+	ne	ne	Qz		394	2	3	advmod															
boí+	бои́+	boi	boja	Vmm-2si		394	3	0	root															
se	се	se	se	Px---a		394	4	3	expl					1										
																								
izmì+	измѝ+	izmi	izęti	Vmm-2se		395	1	0	root				ʺTake your sword!ʺ											
mačь´+	мачь́+	mačъ	meč	Nmsnn		395	2	1	obj															
svoí.	свои́.	svoi	svoi	Amsny		395	3	2	amod	poss														
																								
i+	и+	i	i	C		396	1	2	cc				ʺAnd strike him on the top (of the head)!ʺ											
údri+	ꙋ́дри+	udri	udarja	Vmm-2se		396	2	0	root															
e_go+	е_го+	ego	toi	Pp3msg		396	3	2	obj					1										
po+	по+	po	po	Sd		396	4	6	case															
suštem.	сꙋщем.	suštem	sъm	Amsin	Vmpp-sia	396	5	6	amod															
vrьxú+	врьхꙋ́+	vrъxu	vrъx	Nmsdn		396	6	2	obl															
																								
i+	и+	i	i	C		397	1	2	cc				ʺAnd take away his power!ʺ											
wtnimi	ѿними	otnimi	otnema	Vmm-2se		397	2	0	root					1										
mu+	мꙋ+	mu	toi	Pp1-sd		397	3	2	obl															
silú+	силꙋ́+	silu	sila	Nfsan		397	4	2	obj															
ego.	его.	ego	toi	Pp3msg		397	5	4	nmod	poss														
																								
i+	и+	i	i	C		398	1	2	cc				ʺAnd crush his capability of (?) sight!ʺ											
porazi+	порази+	porazi	porazja	Vmm-2se		398	2	0	root															
emú	емꙋ́	emu	toi	Pp3msd		398	3	2	obl	iobj				1										
vděnïe+	вдѣнїе+	vděnie	videnie	Nnsnn		398	4	2	obj															
zraka.	зрака.	zraka	zrak	Nmsgn		398	5	4	nmod															
																								
tagda+	тагда+	tagda	togda	Pr		399	1	3	advmod				Then, Michael said:											
mixáilo	михáило	mixailo	Mixail	Nmsoy		399	2	3	nsubj					2										
rče+	рче+	rče	reka	Vmia3se		399	3	0	root		55r	/img/satan/55r.JPG												
																								
gi+	ги+	gi	Gospod	Nmsvy		400	1	2	vocative				ʺO Lord, may your authority (?) and your grace commands meʺ											
poveli+	повели+	poveli	povelja	Vmm-3se		400	2	0	root															
mi+	ми+	mi	az	Pp1-sd		400	3	2	obl	iobj														
tvoja.	твоꙗ.	tvoja	tvoi	Afsny		400	4	5	amod	poss														
drь_ža	дрь_жа	drъža	dъržava	Nfsnn		400	5	2	nsubj					1										
i+	и+	i	i	C		400	6	8	cc															
tvojà+	твоꙗ̀+	tvoja	tvoi	Afsny		400	7	8	amod	poss														
mlstь.	млсть.	mlstъ	milost	Nfsnn		400	8	5	conj															
da+	да+	da	da	C		400	9	12	mark				ʺto destroy him for once, so that he will not dare (deny?) us anymore!ʺ											
do+	до+	do	do	Sg		400	10	11	case															
ko_nca+	ко_нца+	konca	konec	Nmsgn		400	11	12	obl					1										
pogúblȕ+	погꙋ́блꙋ̏+	pogublȕ	pogubja	Vmip1se		400	12	2	advcl															
ego.	его.	ego	toi	Pp3msg		400	13	12	obj															
da+	да+	da	da	C		400	14	17	mark															
vasegda	васегда	vasegda	vsegda	R		400	15	17	advmod					1										
ne+	не+	ne	ne	Qz		400	16	17	advmod															
smějušta+	смѣюща+	smějušta	smeja	Vmpp-sia	Amsgn	400	17	12	advcl															
nsь.	нсь.	nsъ	nie	Pp1-pg		400	18	17	obj															
																								
togda+	тогда+	togda	togda	Pr		401	1	2	advmod				Then the Lord said to him:											
rče+	рче+	rče	reka	Vmia3se		401	2	0	root															
emu	емꙋ	emu	toi	Pp3msd		401	3	2	obl	iobj				1										
gь+	гь+	gъ	Gospod	Nmsny		401	4	2	nsubj															
																								
ne	не	ne	ne	Qz		402	1	2	advmod				ʺNot so, o Michael!ʺ											
tako.	тако.	tako	taka	Pr		402	2	0	root															
mixàile+	михàиле+	mixaile	Mixail	Nmsvy		402	3	2	vocative															
																								
nь+	нь+	nъ	no	C		403	1	0	root				ʺBut (do) as I told you!ʺ											
jako	ꙗко	jako	jako (2)	C		403	2	3	advmod					1										
rekox+	рекох+	rekox	reka	Vmia3se		403	3	1	advcl															
ti	ти	ti	ty	Pp2-sd	Pp2-sn	403	4	3	obl	iobj														
																								
*vı*	·вı·	*vi*	12	Mc		404	1	2	nummod				ʺI have given him 12 powers before.ʺ											
sili+	сили+	sili	sila	Nfpnn		404	2	3	obj															
dax+	дах+	dax	dam	Vmia1se		404	3	0	root															
emu	емꙋ	emu	toi	Pp3msd		404	4	3	obl	iobj				1										
prěžde+	прѣжде+	prěžde	prežde	R		404	5	3	advmod															
																								
wtnimi+	ѿними+	otnimi	otnema	Vmm-2se		405	1	0	root				ʺTake from him 5 powers!ʺ			Punčo: <i>otseči mu ot krila+ta *e*</i>								
wt+	ѿ+	ot	ot	Sg		405	2	3	case															
nego	него	nego	toi	Pp3msg		405	3	1	obl															
*e*	·е·	*e*	5	Mc		405	4	5	nummod															
silь`	силь̀	silъ	sila	Nfpgn		405	5	1	obj					1										
																								
a+	а+	a	a	C		406	1	2	cc				ʺAnd leave him 7 powers!ʺ											
stavi+	стави+	stavi	ostavja	Vmm-2se		406	2	0	root															
emú	емꙋ́	emu	toi	Pp3msd		406	3	2	obl	iobj														
*z*	·з·	*z*	7	Mc		406	4	5	nummod															
silь`+	силь̀+	silъ	sila	Nfpgn		406	5	2	obj															
																								
togda+	тогда+	togda	togda	Pr		407	1	3	advmod				Then, Michael took the deadly sword.											
mi_xàilo	ми_хàило	mixailo	Mixail	Nmsoy		407	2	3	nsubj					1										
ize+	изе+	ize	izęti	Vmia3se		407	3	0	root															
sьmrь´tosni+	сьмрь́тосни+	sъmrъtosni	smъrtonosen	Amsny		407	4	5	amod															
mačь	мачь	mačъ	meč	Nmsnn		407	5	3	obj					1										
																								
i+	и+	i	i	C		408	1	2	cc				And he struck him on the top (of the head).			Punčo: <i>i udari antixrista po vrьx po glavu</i>								
udri+	ꙋдри+	udri	udarja	Vmia3se	Vmm-2se	408	2	0	root							Formally an imperative form.								
ego.	его.	ego	toi	Pp3msg		408	3	2	obj															
prězь+	прѣзь+	prězъ	prez	Sg		408	4	5	case															
vrxь+	врхь+	vrxъ	vrъx	Nmsnn		408	5	2	obl															
																								
i+	и+	i	i	C		409	1	2	cc				And the Evil One fell away.											
wtpa_de+	ѿпа_де+	otpade	otpadna	Vmia3se		409	2	0	root					1										
lúkavi	лꙋ́кави	lukavi	lukav	Amsny		409	3	2	nsubj															
																								
i+	и+	i	i	C		410	1	3	cc				And the evil Satanael could not (continue to fight?)			< *<i>iznemože</i> ?<br/>Punčo: <i>i zabi mu slux</i>								
ne+	не+	ne	ne	Qz		410	2	3	advmod															
može+	може+	može	moga	Vmia3si		410	3	0	root															
porno_livi+	порно_ливи+	pornolivi	pronorьliv	Amsny		410	4	5	amod					1										
satanailь.	сатанаиль.	satanailъ	Satanail	Nmsny		410	5	3	nsubj															
																								
i+	и+	i	i	C		411	1	2	cc				And he went to the deepest (depths) ashamed, and stripped, and robbed, as it was appropriate (for him).											
wtide	ѿиде	otide	otida	Vmia3se		411	2	0	root					1										
vь+	вь+	vъ	v	Sa		411	3	4	case															
prěispòdnúju.	прѣиспо̀днꙋ́ю.	prěispodnuju	prěspodьn	Afsay		411	4	2	obl															
posramlè_nь	посрамлѐ_нь	posramlenъ	posramja	Amsnn	Vmpa-se	411	5	2	obl	pred				1										
i+	и+	i	i	C		411	6	7	cc															
ẅbnàženь.	ѡ̈бнàжень.	ẅbnaženъ	obnažiti	Amsnn	Vmpa-se	411	7	5	conj															
i+	и+	i	i	C		411	8	9	cc															
ẅplene_nь	ѡ̈плене_нь	ẅplenenъ	oplenja	Amsnn	Vmpa-se	411	9	7	conj					1										
jakože+	ꙗкоже+	jakože	jakože	C		411	10	11	mark															
pdobaše.	пдобаше.	pdobaše	podobati	Vmii3si		411	11	2	advcl															
																								
mixàilò	михàило̀	mixailo	Mixail	Nmsoy		412	1	2	nsubj				Michael gave over the divine-woven clothes and the unwithering wreath of command over archangelic ranks.	1										
prěda+	прѣда+	prěda	predam	Vmia3se		412	2	0	root															
bgotkanú.	бготканꙋ́.	bgotkanu	bogotъkan	Afsan		412	3	4	amod															
wdeždú	ѡдеждꙋ́	odeždu	odežda	Nfsan		412	4	2	obj					1										
i+	и+	i	i	C		412	5	8	cc															
ne+	не+	ne	ne	Qz		412	6	7	amod															
úvedaemi+	ꙋ́ведаеми+	uvedaemi	uvędati	Amsny	Vmpp-sea	412	7	8	amod															
věncь.	вѣнць.	věncъ	venec	Nmsnn		412	8	4	conj															
ski_petrà.	ски_петрà.	skipetra	skiptъr	Nmsgn		412	9	8	nmod					1										
arxaglьskixь+	архагльскихь+	arxaglъskixъ	arxangelski	Ampgy		412	10	11	amod															
čino_vь	чино_вь	činovъ	čin	Nmpgn		412	11	9	nmod					1										
																								
i+	и+	i	i	C		413	1	2	cc				And he gave (it) over to God's hands.											
prědastь+	прѣдасть+	prědastъ	predam	Vmia3se		413	2	0	root															
vь+	вь+	vъ	v	Sa		413	3	4	case															
rucě	рꙋцѣ	rucě	rъka	Nfdnn		413	4	2	obl					2										
bži.	бжи.	bži	božii	Afdnn		413	5	4	amod	poss	55v	/img/satan/55v.JPG												
																								
tako+	тако+	tako	taka	Pr		414	1	2	advmod				Thus Michael did, as the Lord did not allow him to finally destroy Satanael.											
sьtvori+	сьтвори+	sъtvori	sъtvorja	Vmia3se		414	2	0	root															
mixai_lo.	михаи_ло.	mixailo	Mixail	Nmsoy		414	3	2	nsubj					1										
jako+	ꙗко+	jako	jako (2)	C		414	4	6	mark															
ne+	не+	ne	ne	Qz		414	5	6	advmod															
das+	дас+	das	dam	Vmia3se		414	6	2	advcl															
jemu	ѥмꙋ	jemu	toi	Pp3msd		414	7	6	obl	iobj														
gь.	гь.	gъ	Gospod	Nmsny		414	8	6	nsubj															
pogú_biti+	погꙋ́_бити+	pogubiti	pogubja	Vmn---e		414	9	6	advcl					1										
satanàila	сатанàила	satanaila	Satanail	Nmsgy		414	10	9	obj															
do+	до+	do	do	Sg		414	11	12	case															
koncà	концà	konca	konec	Nmsgn		414	12	9	obl					1										
																								
i+	и+	i	i	C		415	1	2	cc				And there were coming to Archstratege Michael all the ranks (of angels),											
prixoždaxú+	прихождахꙋ́+	prixoždaxu	prixoždam	Vmii3si		415	2	0	root															
kь+	кь+	kъ	k	Sd		415	3	4	case															
arxistrati_gú+	архистрати_гꙋ́+	arxistratigu	arxistratig	Nmsdy		415	4	2	obl					1										
mixàilu.	михàилꙋ.	mixailu	Mixail	Nmsdy		415	5	4	appos															
vse+	все+	vse	vse	Afpnn	Ampan	415	6	7	amod	det														
činove+	чинове+	činove	čin	Nmpnn		415	7	2	nsubj															
prь_vie	прь_вие	prъvie	pъrvi	Afpny		415	8	7	conj				the Archons, the Powers, and Thrones, and Dominions,	1										
vlasti.	власти.	vlasti	vlast	Nfpnn		415	9	8	conj															
i+	и+	i	i	C		415	10	11	cc															
prěstoli+	прѣстоли+	prěstoli	prestol	Nmpnn		415	11	9	conj															
i+	и+	i	i	C		415	12	13	cc															
gь_stivija+	гь_стивиꙗ+	gъstivija	gospodьstvie	Nnpnn		415	13	11	conj					1										
xerovim.	херовим.	xerovim	xeruvim	Nmsnn		415	14	13	conj				the Cherubim and the many-eyed Seraphim, and Living Ones, and the Four-Armed,											
i+	и+	i	i	C		415	15	16	cc															
saraximi	сарахими	saraximi	serafim	Nmpnn		415	16	14	conj					1										
mngo.ꚙčíta+	мнго.ꚙчи́та+	mngoꚙčita	mnogoočit	Anpnn		415	17	16	amod															
i+	и+	i	i	C		415	18	19	cc															
životna+	животна+	životna	životen	Anpnn		415	19	16	conj															
i+	и+	i	i	C		415	20	21	cc															
čè_tvorokonьčьnьjà.	чѐ_твороконьчьньꙗ̀.	četvorokonъčъnъja	četverokonьčьn	Anpnn		415	21	19	conj					1										
i+	и+	i	i	C		415	22	24	cc				and angelic legions of many varieties.											
