text	cyrillic	diplomatic	lemma	PoS_tag	PoS_ext	sent_id	UD_id	UD_ncy	UD_type	UD_ext	page	folio	translation	eol	chapter	ref	desc	lat_header	cyr_header	lat_page_nr	cyr_page_nr	chunk	chunk_desc
dě´nouti+	дѣ́ноути+	děnouti	děnǫti	Vmn---i		145	7	0	root							Miklosich: děnǫti sę 'se ponere'							
se	се	se	se	Px---a		145	8	7	expl														
radw´sti.	радѡ́сти.	radosti	radost	Nfsgn		145	9	7	obl	iobj													
																							
í+	и́+	i	i	C		146	1	4	cc				and he sent there the most holy Mark, metropolite of the Great Preslav, with much honor										
touʺ	тоу̏	tou	tu	R		146	2	4	advmod														
ábïe	áбїе	abie	abie	R		146	3	4	advmod														
po_slà	по_слà	posla	poslati	Vmia3se		146	4	0	root					1									
vьsè_w´sštén'naʺgo	вьсѐ_ѡ́сще́н͛на̏го	vъseosštennago	vseosvešten	Amsgy		146	5	6	amod														
már'ka,	мáр͛ка,	marka	Marko	Nmsgy		146	6	4	obj														
mítropo_líta	ми́тропо_ли́та	mitropolita	mitropolit	Nmsgy		146	7	8	obl	pred				1									
soúštà	соу́щà	soušta	sъm	Vmpp-sia		146	8	6	acl														
vélikaʺgo	ве́лика̏го	velikago	velik	Amsgy		146	9	10	amod														
presláva	преслáва	preslava	Preslav	Nmsgn		146	10	7	nmod	poss													
sь+	сь+	sъ	s	Si		146	11	13	case														
mnó_gojù	мно́_гою̀	mnogoju	mnog	Afsin		146	12	13	amod					1									
čь´stïjù.	чь́стїю̀.	čъstiju	čest	Nfsin		146	13	4	obl														
vь+	вь+	vъ	v	Sl		146	14	15	case				to bring the body of the Reverend (Petka) from Epibates to the famed city of Tarnovo										
ježe	ѥже	ježe	iže	Pr-nsn		146	15	16	mark														
prinésti	прине́сти	prinesti	prinesa	Vmn---e		146	16	4	advcl														
tě´lo	тѣ́ло	tělo	tělo	Nnsnn		146	17	16	obj					1									
prěpodw´bnyʺje	прѣподѡ́бны̏ѥ	prěpodobnije	prepodoben	Afsgy		146	18	17	amod	poss													
wt+	ѿ+	ot	ot	Sg		146	19	20	case														
épïvátьʺ,	е́пївáть̏,	epivatъ	Epivat	Nmpgn		146	20	16	obl	abl													
vъ+	въ+	vъ	v	Sl		146	21	24	case														
slávnyì	слáвныѝ	slavnii	slaven	Amsny		146	22	23	amod					1									
grádь	грáдь	gradъ	grad	Nmsnn		146	23	26	obl	lat													
trь´novь.	трь́новь.	trъnovъ	Tъrnov	Nmsnn		146	24	23	appos														
																							
Wn'+	Ѡн͛+	on	on	Pd-msn		147	1	11	nsubj				and as he went there with haste										
že	же	že	že	Qd		147	2	11	cc														
sь+	сь+	sъ	s	Si		147	3	4	case														
tьštanïemь	тьщанїемь	tъštaniemъ	tъštanie	Nnsin		147	4	6	amod					1									
támo	тáмо	tamo	tamo	R	Pr---a	147	5	6	advmod														
šь´dь,	шь́дь,	šъdъ	ida	Vmpa-sia	Amsnn	147	6	11	advcl														
vьsà	вьсà	vъsa	vse	Nnpnn		147	7	11	obj				he duly did everything to honor (her)										
jáže	ꙗ́же	jaže	iže	Pr-npn		147	8	10	nmod														
kь+	кь+	kъ	k	Sd		147	9	10	case														
čь´sti	чь́сти	čъsti	čest	Nfsgn		147	10	7	acl														
oústroì.	оу́строѝ.	oustroi	ustroja	Vmia3se		147	11	0	root					1									
																							
í	и́	i	i	C		148	1	11	cc				and as he took the holy relics with honor										
vьzь´mь	вьзь́мь	vъzъmъ	vzema	Vmpa-sea	Amsnn	148	2	11	advcl														
sь+	сь+	sъ	s	Si		148	3	4	case														
čь´stïjù	чь́стїю̀	čъstiju	čest	Nfsin		148	4	2	obl														
sštén'nyʺje	сще́н͛ны̏ѥ	sštennije	svęšten	Afpny		148	5	6	amod														
móšti,	мо́щи,	mošti	mošti	Nfpnn		148	6	2	obj														
sъ	съ	sъ	s	Si		148	7	8	case				he walked with haste to his (land)	1									
tь´štanïemь	ть́щанїемь	tъštaniemъ	tъštanie	Nnsin		148	8	11	obl														
vь+	вь+	vъ	v	Sa		148	9	10	case														
svojà	своꙗ̀	svoja	svoi	Anpny		148	10	11	obl	lat													
gréděše,	гре́дѣше,	greděše	gręsti	Vmii3si		148	11	0	root														
xválou	хвáлоу	xvalou	xvala	Nfsan		148	12	13	obj				praising God and the Reverend (Petka)	1									
vъzьsílajè	възьси́лаѥ̀	vъzъsilaje	vъzsilati	Vmpp-sia	Amsnn	148	13	11	advcl														
bgou	бгоу	bgou	bog	Nmsdy		148	14	13	obl	iobj													
í	и́	i	i	C		148	15	16	cc														
prěpodw´bněì..	прѣподѡ́бнѣѝ..	prěpodobněi	prepodoben	Afsdy		148	16	14	conj					1									
																							
Í	и́	i	i	C		149	1	14	cc				and as he passed the Frankish borders										
jako	ꙗко	jako	jako (2)	R		149	2	5	mark														
oúbò	оу́бо̀	oubo	ubo	C		149	3	2	fixed														
prědě´ly	прѣдѣ́лы	prěděli	predel	Nmpan		149	4	5	obj														
prěide	прѣиде	prěide	prěiti	Vmia3se		149	5	14	advcl														
froú_žьskyje,	фроу́_жьскыѥ,	froužъskije	frǫžьsk	Ampay		149	6	4	amod					1									
í+	и́+	i	i	C		149	7	10	cc				and entered his homeland										
vь+	вь+	vъ	v	Sl		149	8	11	case														
svojù	свою̀	svoju	svoi	Afsay		149	9	11	amod	poss													
prïíde	прїи́де	pride	priida	Vmia3se		149	10	5	conj														
stránu.	стрáнꙋ.	stranu	strana	Nfsan		149	11	10	obl	lat				1									
vьsì	вьсѝ	vъsi	vse	Ampnn		149	12	14	nsubj				everybody from (the settlements) around was joining (him)										
w´krь´stnyʺ	ѡ́крь́стны̏	okrъstnii	okrъstьnь	Ampnn		149	13	12	amod														
sьtě´kaáxou+	сьтѣ́каáхоу+	sъtěkaaxou	sъtěkati	Vmii3pi		149	14	0	root														
se,	се,	se	se	Px---a		149	15	14	expl														
sь+	сь+	sъ	s	Si		149	16	17	case				with candles, censers and aromatic myrrh										
svě´_štami	свѣ́_щами	svěštami	svešt	Nfpin		149	17	14	obl					1									
í+	и́+	i	i	C		149	18	19	cc														
kádily	кáдилы	kadili	kadilo	Nmpan		149	19	17	conj														
i+	и+	i	i	C		149	20	21	cc														
mϋri	мѷри	miri	miro	Nnpin		149	21	19	conj														
blgovón'nyʺmi,	блгово́н͛ны̏ми,	blgovonnimi	blagovonen	Anpiy		149	22	21	amod					1									
prováždajúšte	провáждаю́ще	provaždajušte	provaždam	Vmpp-pia	Ampnn	149	23	14	advcl				accompanying the coffin of the Reverend to the famed and ruling city of Tarnovo										
ráku	рáкꙋ	raku	raka	Nfsan		149	24	23	obj														
prěpodw´bnyjè	прѣподѡ́бныѥ̀	prěpodobnije	prepodoben	Afsgy		149	25	24	amod	poss													
kь	кь	kъ	k	Sd		149	26	31	case					1									
slávnomou	слáвномоу	slavnomou	slaven	Amsdy		149	27	30	amod														
í+	и́+	i	i	C		149	28	29	cc														
crstvujuštomou	црствꙋющомоу	crstvujuštomou	carstvuvam	Amsdy	Vmpp-sia	149	29	30	conj														
grádou	грáдоу	gradou	grad	Nmsdn		149	30	31	nmod					1									
trь´novu.	трь́новꙋ.	trъnovu	Tъrnov	Nmsdn		149	31	23	obl	lat													
																							
I+	И+	i	i	C		150	1	9	cc				and when the honorable King John Asěn found it out										
jákóže	ꙗ́ко́же	jakože	jakože	R		150	2	4	mark														
seʺ	се̏	se	sii	Pd-nsn		150	3	4	expl														
oúvě´dě	оу́вѣ́дѣ	ouvědě	uvěděti	Vmia3se		150	4	9	advcl														
blgo_čь´stivïi	блго_чь́стивїи	blgočъstivii	blagočestiv	Amsny		150	5	6	amod					2									
crь	црь	crъ	car	Nmsny		150	6	9	nsubj		200r	/img/petka/000403.jpg											
ıw´án'nь	ıѡ́áн͛нь	ioannъ	Ioan	Nmsny		150	7	6	appos														
ásě´nь.	áсѣ́нь.	asěnъ	Asěn	Nmsny		150	8	7	appos														
ízýde	и́зы́де	izide	izida	Vmia3se		150	9	0	root				he came out of the city with his mother Queen Helen	1									
íz'+	и́з͛+	iz	iz	Sg		150	10	11	case														
gráda	грáда	grada	grad	Nmsgn		150	11	9	obl	abl													
sь+	сь+	sъ	s	Si		150	12	13	case														
mtrïjù	мтрїю̀	mtriju	mati	Nfsiy		150	13	9	obl														
svoejù	своею̀	svoeju	svoi	Nfsiy		150	14	13	amod														
crcejù	црцею̀	crceju	carica	Nfsiy		150	15	13	appos														
élenojù,	е́леною̀,	elenoju	Elena	Nfsiy		150	16	15	appos					1									
í+	и́+	i	i	C		150	17	20	cc				and with his own Queen Anne										
sь+	сь+	sъ	s	Si		150	18	20	case														
svoejù	своею̀	svoeju	svoi	Afsin		150	19	20	amod	poss													
crcejù	црцею̀	crceju	carica	Nfsiy		150	20	13	conj														
án'nojù.	áн͛ною̀.	annoju	Anna	Nfsiy		150	21	20	appos														
í+	и́+	i	i	C		150	22	25	cc				and with all of his barons										
sь+	сь+	sъ	s	Si		150	23	25	case														
v'sě´mi	в͛сѣ́ми	vsěmi	vse	Ampiy		150	24	25	amod	det													
vé_l'moúži	ве́_л͛моу́жи	velmouži	velmoža	Nmpnn		150	25	20	conj					1									
svoími.	свои́ми.	svoimi	svoi	Ampiy		150	26	25	amod	poss													
																							
Sъ+	Съ+	sъ	s	Si		151	1	2	case				Together with them (went) also the most honorable Patriarch Lord Basileus, with all of his ecclesiastic servants.										
nímiže	ни́миже	nimiže	iže	Pr--pi		151	2	5	obl														
í+	и́+	i	i	C		151	3	5	amod														
vьsè_čь´_stnyʺ	вьсѐ_чь́_стны̏	vъsečъstni	vьsečьstьnъ	Amsny		151	4	5	amod					1									
patrïár'xь	патрїáр͛хь	patriarxъ	patriarx	Nmsny		151	5	0	root														
kϋrь	кѷрь	kirъ	kir	Nmsvy		151	6	5	appos														
vásilïe	вáсилїе	vasilie	Vasilii	Nmsvy		151	7	6	appos														
sь+	сь+	sъ	s	Si		151	8	9	case														
v'sě´mь	в͛сѣ́мь	vъsěmъ	vse	Amsiy		151	9	10	amod	det				1									
pričь´twmь	причь́тѡмь	pričъtomъ	pričьtъ	Nmsin		151	10	9	obl														
crkóvnyímь.	црко́вныи́мь.	crkovniimъ	cъrkoven	Amsiy		151	11	10	amod														
																							
sъ+	съ+	sъ	s	Si		152	1	2	case				Together with them (went) also an uncountable number of many people.										
nímiže	ни́миже	nimiže	iže	Pr--pi		152	2	7	obl					1									
í+	и́+	i	i	C		152	3	7	amod														
mnóžьstvo	мно́жьство	množъstvo	množestvo	Nnsnn		152	4	7	nmod														
mnógò	мно́го̀	mnogo	mnog	Ansnn		152	5	4	amod														
besčíslьnàgo	бесчи́сльнàго	besčislъnago	bezčislen	Amsgy		152	6	7	amod														
narw´_da.	нарѡ́_да.	naroda	narod	Nmsgn		152	7	0	root					1									
																							
Crь+	Црь+	crъ	car	Nmsny		153	1	9	nsubj				and the king, as well as those, who were with him										
že	же	že	že	Qd		153	2	9	cc														
í+	и́+	i	i	C		153	3	4	cc														
vьsì	вьсѝ	vъsi	vse	Ampnn		153	4	1	conj														
soúštïi	соу́щїи	souštii	sъm	Vmpp-pia	Ampny	153	5	4	acl														
sь+	сь+	sъ	s	Si		153	6	7	case														
nýmь,	ны́мь,	nimъ	toi	Pp3msi		153	7	5	obl					1									
pě´ši	пѣ́ши	pěši	peši	R		153	8	9	advmod				went on foot for four shots from the city to meet the Reverend with much honor										
ídóše	и́до́ше	idoše	ida	Vmia3pi		153	9	0	root														
wt+	ѿ+	ot	ot	Sg		153	10	11	case														
gráda	грáда	grada	grad	Nmsgn		153	11	9	obl	abl													
na+	на+	na	na	Sa		153	12	14	case														
čétiry	че́тиры	četiri	četiri	Ml		153	13	14	nummod														
pь´pri_šta,	пь́при_ща,	pъprišta	pъprište	Nnpnn		153	14	11	nmod					1									
sь+	сь+	sъ	s	Si		153	15	17	case														
mnógojù	мно́гою̀	mnogoju	mnog	Afsin		153	16	17	amod														
čь´stijù	чь́стию̀	čъstiju	čest	Nfsin		153	17	9	obl														
vъ+	въ+	vъ	v	Sa		153	18	19	case														
srě´tenïe	срѣ́тенїе	srětenie	sretenie	Nnsnn		153	19	9	obl	lat													
prě_podw´bněì.	прѣ_подѡ́бнѣѝ.	prěpodobněi	prepodoben	Afsdy		153	20	19	amod					1									
júže	ю́же	juže	iže	Pr-fsa		153	21	33	mark				whom, honorably embracing her by their hands, soul and with all the heart, they were lovingly kissing										
í+	и́+	i	i	C		153	22	25	advmod														
svoíma	свои́ма	svoima	svoi	Afddy		153	23	26	amod	poss													
čь´stně	чь́стнѣ	čъstně	čestno	R		153	24	25	advmod					1									
w´bьjem'še	ѡ́бьѥм͛ше	obъjemše	obema	Vmpa-pea	Ampnn	153	25	33	advcl														
roúkama.	роу́кама.	roukama	rъka	Nfddn		153	26	25	obl														
dšeju+	дшею+	dšeju	duša	Nfsiy		153	27	26	conj														
že	же	že	že	Qd		153	28	27	cc														
í+	и́+	i	i	C		153	29	30	cc														
vьsě´_mь	вьсѣ́_мь	vъsěmъ	vse	Ansiy		153	30	31	amod	det				1									
srdcémь,	срдце́мь,	srdcemъ	sъrdce	Nnsin		153	31	27	conj														
ljúbьzno	лю́бьзно	ljubъzno	ljubezno	R		153	32	33	advmod														
lóbizaáxou.	ло́бизаáхоу.	lobizaaxou	lobizati	Vmii3pi		153	33	20	acl					1									
																							
I+	И+	I	i	C		154	1	3	cc				and as they brought (her), they placed (her) in the royal church										
prinésьše	прине́сьше	prinesъše	prinesa	Vmpa-pea	Ampnn	154	2	3	advcl														
polóžiše	поло́жише	položiše	položa	Vmia3pe		154	3	0	root														
vъ+	въ+	vъ	v	Sl		154	4	5	case														
crkvy	црквы	crkvi	cъrkva	Nfsdn		154	5	3	obl														
crь_scěì,	црь_сцѣѝ,	crъscěi	carski	Afsdy		154	6	5	amod					1									
ídě´že	и́дѣ́же	iděže	ideže	Pr		154	7	11	mark				where she lays until today			pisano prěžde 1396 g.							
í+	и́+	i	i	C		154	8	12	amod														
do	до	do	do	Sg		154	9	12	case														
nnjašnjaʺgo	ннꙗшнꙗ̏го	nnjašnjago	nyněšьnь	Amsgy		154	10	12	amod														
léžitь	ле́жить	ležitъ	leža	Vmip3si		154	11	5	acl					1									
dne,	дне,	dne	den	Nmsgn		154	12	11	obl														
razlíčnaà	разли́чнаà	različnaa	različen	Afpny		154	13	14	amod				granting healing to those who come to that famous coffin with faith and love										
íscěljenïa	и́сцѣлѥнїа	iscěljenia	izcelenie	Nnpnn		154	14	15	obj														
podávaju_štïi,	подáваю_щїи,	podavajuštii	podavam	Vmpp-pia		154	15	11	advcl					1									
í+	и́+	i	iže	Pr-mpn		154	16	24	mark														
sь+	сь+	sъ	s	Si		154	17	18	case														
vě´rojù	вѣ́рою̀	věroju	věra	Nfsin		154	18	24	obl														
i+	и+	i	i	C		154	19	20	cc														
ljúbovïjù+	лю́бовїю̀+	ljuboviju	ljubov	Nfsin		154	20	18	conj														
kь+	кь+	kъ	k	Sd		154	21	25	case														
toʺè	то̏ѐ	toe	tja	Pd-fsg		154	22	25	nmod	poss													
slá_vněì	слá_внѣѝ	slavněi	slaven	Afsdy		154	23	25	amod					1									
pritě´kajuštimь	притѣ́кающимь	pritěkajuštimъ	priteka	Vmpp-pia	Ampdy	154	24	15	advcl	iobj													
rácě.	рáцѣ.	racě	raka	Nfsdy		154	25	24	obl	lat													
																							
Blgodě´tijù	Блгодѣ́тию̀	Blgodětiju	blagodat	Nfsin		155	1	0	root				by the grace and the love for humans of our Lord and Savior Jesus Christ	1								13	Closing Prayers
í+	и́+	i	i	C		155	2	3	cc														
člkoljúbijemь	члколю́биѥмь	člkoljubijemъ	člověkoljubie	Nnsin		155	3	1	conj														
ga	га	ga	Gospod	Nmsgy		155	4	1	nmod	poss													
bga	бга	bga	bog	Nmsgy		155	5	4	appos														
í+	и́+	i	i	C		155	6	7	cc														
spsa	спса	spsa	spasitel	Nmsgy		155	7	5	conj					1									
nášegw	нáшегѡ	našego	naš	Amsgy		155	8	7	amod	poss													
ıѵ´+	ıѵ́+	ii	Isus	N		155	9	7	conj														
xà.	хà.	xa	Xristos	Nmsgy		155	10	9	appos														
																							
émoúže	е́моу́же	emouže	iže	Pr-msd		156	1	2	obl	iobj			for His is glory and power, together with his beginning-less Father										
sláva	слáва	slava	slava	Nfsnn		156	2	0	root														
í+	и́+	i	i	C		156	3	4	cc														
drь´ža_va,	дрь́жа_ва,	drъžava	dъržava	Nfsnn		156	4	2	conj					1									
sь+	сь+	sъ	s	Si		156	5	7	case														
beznačél'nyʺmь	безначе́л͛ны̏мь	beznačelnimъ	beznačalen	Amsiy		156	6	7	amod														
w´cémь.	ѡ́це́мь.	ocemъ	otec	Nmsiy		156	7	2	obl														
í+	и́+	i	i	C		156	8	14	cc				and the most saint and benevolent and life-sustaining Spirit										
prě_styʺmь	прѣ_сты̏мь	prěstimъ	presvęt	Amsiy		156	9	14	amod					1									
í	и́	i	i	C		156	10	11	cc														
blgyímь	блгыи́мь	blgiimъ	blag	Amsiy		156	11	9	conj														
í+	и́+	i	i	C		156	12	13	cc														
žívotvóreštïimъ	жи́вотво́рещїимъ	životvoreštiimъ	životvorja	Amsiy	Vmpp-sia	156	13	11	conj					2									
dxw´mь.	дхѡ́мь.	dxomъ	dux	Nmsiy		156	14	7	conj		200v	/img/petka/000404.jpg											
í	и́	i	i	C		156	15	16	cc				for now and ever and in eternity										
nnja	ннꙗ	nnja	nyně	R		156	16	2	advmod														
í	и́	i	i	C		156	17	18	cc														
prísno	при́сно	prisno	prisno	R		156	18	16	conj														
í	и́	i	i	C		156	19	21	cc														
vь+	вь+	vъ	v	Sl		156	20	21	case														
vě´kỳ	вѣ́кы̀	věki	vek	Nmpan		156	21	18	conj	obl:loc				1									
věkwmь,	вѣкѡмь,	věkomъ	vek	Nmpdn		156	22	21	nmod	poss													
																							
ámínь♦	áми́нь♦	aminъ	amin	I		157	1	0	root				amen										
